Date,Open,High,Low,Close,Adj Close,Volume
2021-01-11,31.120001,31.600000,30.980000,31.290001,31.290001,12810900
2021-01-12,31.680000,31.969999,31.059999,31.180000,31.180000,16516300
2021-01-13,31.170000,31.280001,29.490000,29.740000,29.740000,23270300
2021-01-14,29.770000,30.040001,29.280001,29.860001,29.860001,16531800
2021-01-15,29.480000,29.520000,28.650000,28.809999,28.809999,20426200
2021-01-18,28.889999,29.480000,28.750000,28.760000,28.760000,10070500
2021-01-19,29.180000,29.240000,28.389999,29.120001,29.120001,11002100
2021-01-20,29.350000,29.570000,28.590000,28.629999,28.629999,9105100
2021-01-21,28.530001,28.930000,28.030001,28.090000,28.090000,9540100
2021-01-22,27.490000,27.910000,27.160000,27.730000,27.730000,19675600
2021-01-26,27.850000,28.440001,27.510000,27.600000,27.600000,19726900
2021-01-27,27.299999,28.670000,27.090000,27.980000,27.980000,16528600
2021-01-28,27.840000,28.959999,27.840000,28.600000,28.600000,13571100
2021-01-29,28.230000,28.370001,27.330000,27.330000,27.330000,17428900
2021-02-01,27.809999,28.320000,27.480000,28.110001,28.110001,16133200
2021-02-02,28.889999,29.809999,28.690001,29.080000,29.080000,22197200
2021-02-03,29.350000,29.580000,29.070000,29.299999,29.299999,18113900
2021-02-04,29.280001,29.450001,28.750000,29.270000,29.270000,9732200
2021-02-05,29.309999,30.709999,29.010000,29.680000,29.680000,29591900
2021-02-08,29.170000,29.840000,28.150000,28.450001,28.450001,30213000
2021-02-09,28.379999,28.750000,27.680000,27.709999,27.709999,23255400
2021-02-10,27.980000,28.290001,27.360001,28.049999,28.049999,14690800
2021-02-11,28.299999,28.670000,28.110001,28.309999,28.309999,19893800
2021-02-12,28.309999,28.590000,27.879999,28.500000,28.500000,10835200
2021-02-17,null,null,null,null,null,null
2021-02-18,30.500000,30.950001,29.209999,29.430000,29.430000,26443000
2021-02-19,28.250000,28.469999,26.940001,27.100000,27.100000,66820000
2021-02-22,22.500000,22.770000,21.350000,21.549999,21.549999,132375800
2021-02-23,23.000000,23.770000,22.610001,23.480000,23.480000,135100700
2021-02-24,24.040001,24.410000,23.420000,23.780001,23.780001,59529900
2021-02-25,24.500000,24.820000,22.709999,22.940001,22.940001,58890700
2021-02-26,22.870001,23.070000,21.959999,22.150000,22.150000,47419800
2021-03-01,22.660000,22.900000,21.990000,22.010000,22.010000,40852500
2021-03-02,21.900000,22.230000,20.740000,21.910000,21.910000,52848600
2021-03-03,21.700001,21.889999,20.600000,20.969999,20.969999,55664000
2021-03-04,21.120001,22.129999,20.930000,21.870001,21.870001,47489800
2021-03-05,22.150000,22.799999,21.790001,22.059999,22.059999,43166600
2021-03-08,21.700001,21.990000,20.870001,21.000000,21.000000,40592700
2021-03-09,21.139999,21.900000,20.780001,21.389999,21.389999,33864000
2021-03-10,21.690001,22.290001,21.469999,22.290001,22.290001,33131800
